block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0084 kudligi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1589,38.357456,2024-25,6.0,1471,38.735554,0.38,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0049 gulbarga south,G5 2023-24 -> G6 2024-25,2023-24,5.0,797,39.41656,2024-25,6.0,693,39.84127,0.42,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0077 kanakapura,G4 2023-24 -> G5 2024-25,2023-24,4.0,1444,56.38158,2024-25,5.0,1191,56.801006,0.42,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0088 kustagi,G5 2022-23 -> G6 2023-24,2022-23,5.0,1775,53.960564,2023-24,6.0,1543,54.397278,0.44,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0059 hiriyur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1495,46.19398,2024-25,6.0,1443,46.69092,0.5,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0076 kalghatagi,G4 2022-23 -> G5 2023-24,2022-23,4.0,1336,52.29042,2023-24,5.0,1450,52.813793,0.52,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0085 kuknoor,G4 2023-24 -> G5 2024-25,2023-24,4.0,643,39.650078,2024-25,5.0,655,40.190838,0.54,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0026 challakere,G4 2022-23 -> G5 2023-24,2022-23,4.0,2571,35.707897,2023-24,5.0,2361,36.272766,0.56,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0163 narasimharajapura,G4 2023-24 -> G5 2024-25,2023-24,4.0,323,62.275543,2024-25,5.0,310,62.85484,0.58,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0079 kolar,G5 2023-24 -> G6 2024-25,2023-24,5.0,1268,52.69322,2024-25,6.0,929,53.320774,0.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0102 mundaragi,G4 2022-23 -> G5 2023-24,2022-23,4.0,698,43.116047,2023-24,5.0,1034,43.74758,0.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0124 sidlaghatta,G5 2023-24 -> G6 2024-25,2023-24,5.0,925,43.827026,2024-25,6.0,715,44.454544,0.63,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0129 somavarpet,G4 2023-24 -> G5 2024-25,2023-24,4.0,300,55.333332,2024-25,5.0,483,56.014492,0.68,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0102 mundaragi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1034,43.74758,2024-25,6.0,980,44.438774,0.69,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0143 yelburga,G4 2023-24 -> G5 2024-25,2023-24,4.0,1053,40.34663,2024-25,5.0,1131,41.07869,0.73,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0089 lingasugur,G5 2022-23 -> G6 2023-24,2022-23,5.0,1997,47.65398,2023-24,6.0,1502,48.408787,0.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0122 shirhatti,G4 2023-24 -> G5 2024-25,2023-24,4.0,1498,54.182243,2024-25,5.0,1542,54.93515,0.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0055 harapanahalli,G5 2022-23 -> G6 2023-24,2022-23,5.0,1929,50.171074,2023-24,6.0,1501,51.005997,0.83,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0119 sedam,G4 2022-23 -> G5 2023-24,2022-23,4.0,1284,36.43302,2023-24,5.0,1123,37.2618,0.83,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0039 devadurga,G4 2023-24 -> G5 2024-25,2023-24,4.0,1259,36.15965,2024-25,5.0,1586,37.04603,0.89,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0036 chittapur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1436,29.770195,2024-25,6.0,1382,30.658466,0.89,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
