district,block,cluster,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Kalaburagi,B0001 afzalpur,C0898 karajagi,39.55,5.0,429,31.93,0.0,583,-7.62,-5.0,-3.81,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Belagavi,B0032 chikodi,C0908 karoshi,89.14,75.0,128,81.6,60.0,300,-7.54,-15.0,-3.77,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0060 holalkere,C1493 shivaganga,52.42,15.0,62,44.89,15.0,142,-7.53,0.0,-3.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0064 hosakote,C0425 doddagattiganabbe,59.63,25.0,94,52.11,17.0,235,-7.52,-8.0,-3.76,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bagalkote,B0008 badami,C0600 hansanur,59.67,20.0,90,52.2,20.0,209,-7.47,0.0,-3.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0026 challakere,C1332 p.mahadevapura,50.3,8.5,168,42.88,5.0,200,-7.42,-3.5,-3.71,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0044 gangavathi,C0657 hirejanthakal,44.53,10.0,86,37.12,5.0,172,-7.41,-5.0,-3.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ballari,B0012 ballari east,C0145 banapura,36.07,5.0,299,28.69,0.0,554,-7.38,-5.0,-3.69,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0042 doddaballapura,C0067 anjanamurthynagara,64.04,28.0,57,56.67,21.0,63,-7.37,-7.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kolar,B0131 srinivasapur,C0524 gownipalli,51.26,15.0,215,43.9,5.0,123,-7.36,-10.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C0185 begur,50.18,10.0,191,42.83,10.0,173,-7.35,0.0,-3.68,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0088 kustagi,C0289 chalageri,50.49,5.0,417,43.15,10.0,314,-7.34,5.0,-3.67,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chamarajanagara,B0050 gundlupet,C1683 vaddagere,53.33,10.0,248,45.99,5.0,152,-7.34,-5.0,-3.67,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C0088 arebommanahalli,68.6,45.0,118,61.27,25.0,166,-7.33,-20.0,-3.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0127 sira,C0166 baragooru,65.24,30.0,82,57.91,25.0,189,-7.33,-5.0,-3.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0036 chittapur,C0566 halakatta,40.28,5.0,317,32.96,5.0,255,-7.32,0.0,-3.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0015 basavakalyan,C1048 ladwanthi,54.29,10.0,140,46.99,15.0,108,-7.3,5.0,-3.65,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mandya,B0090 maddur,C0324 chikkaarasinakere,73.12,46.5,24,65.83,30.0,126,-7.29,-16.5,-3.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Ramanagara,B0077 kanakapura,C0853 kallahalli,71.52,41.0,33,64.24,30.0,152,-7.28,-11.0,-3.64,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0082 koratagere,C0106 b d pura,61.6,20.0,100,54.34,25.0,114,-7.26,5.0,-3.63,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kodagu,B0092 madikeri,C1233 murnadu,56.51,25.0,245,49.25,20.0,248,-7.26,-5.0,-3.63,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0040 devanahalli,C0776 jalige,87.67,70.0,146,80.45,50.0,290,-7.22,-20.0,-3.61,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Chitradurga,B0063 hosadurga,C0390 devapura,45.36,4.0,179,38.2,0.0,153,-7.16,-4.0,-3.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
